return_id,order_id,product_id,customer_id,return_date,return_reason,return_quantity,refund_amount
R001526,O015969,P0284,C04264,2025-12-28,Size Issue,1,3538.78
R001527,O015969,P0446,C04264,2026-01-05,Wrong Product,3,12050.21
R001528,O015970,P0216,C02897,2027-01-07,Product Defect,2,4102.98
R001529,O015994,P0121,C05708,2025-04-21,Damaged During Delivery,2,5178.8
R001530,O015994,P0042,C05708,2025-04-30,Wrong Product,1,12847.24
R001531,O016013,P0184,C01006,2025-10-14,Changed Mind,1,9995.0
R001532,O016018,P0187,C06853,2025-11-09,Size Issue,1,1752.2
R001533,O016022,P0411,C01413,2025-12-09,Late Delivery,1,7084.69
R001534,O016022,P0389,C01413,2025-11-30,Not as Expected,2,1922.27
R001535,O016030,P0436,C09972,2025-05-25,Not as Expected,1,5772.88
R001536,O016030,P0146,C09972,2025-05-16,Changed Mind,1,14166.09
R001537,O016030,P0193,C09972,2025-05-23,Late Delivery,2,4539.4
R001538,O016034,P0131,C01992,2026-08-28,Changed Mind,1,14654.75
R001539,O016034,P0101,C01992,2026-09-02,Size Issue,1,9385.3
R001540,O016034,P0187,C01992,2026-09-03,Size Issue,1,1806.04
R001541,O016091,P0009,C01690,2026-02-06,Changed Mind,1,27769.31
R001542,O016091,P0417,C01690,2026-02-09,Damaged During Delivery,1,6636.43
R001543,O016092,P0500,C08396,2026-09-06,Changed Mind,1,2529.38
R001544,O016092,P0425,C08396,2026-09-11,Late Delivery,1,7777.31
R001545,O016122,P0291,C08179,2025-10-20,Late Delivery,1,2453.88
R001546,O016122,P0356,C08179,2025-10-26,Damaged During Delivery,1,4529.11
R001547,O016229,P0036,C09097,2026-09-24,Damaged During Delivery,1,2796.2
R001548,O016243,P0264,C05684,2026-10-24,Product Defect,1,2687.8
R001549,O016243,P0442,C05684,2026-10-24,Changed Mind,1,8816.67
R001550,O016244,P0198,C04265,2026-03-10,Changed Mind,2,28353.9
R001551,O016244,P0491,C04265,2026-03-11,Size Issue,1,10474.57
R001552,O016288,P0360,C05885,2025-06-19,Changed Mind,1,3284.69
R001553,O016297,P0365,C00731,2025-12-10,Size Issue,1,931.61
R001554,O016297,P0421,C00731,2025-12-21,Size Issue,1,1401.74
R001555,O016314,P0460,C02046,2025-09-12,Changed Mind,2,9107.48
R001556,O016314,P0273,C02046,2025-09-07,Changed Mind,3,12791.24
R001557,O016320,P0344,C06012,2026-06-23,Not as Expected,2,974.15
R001558,O016329,P0068,C09732,2025-06-29,Product Defect,1,30772.78
R001559,O016333,P0161,C07169,2025-04-12,Size Issue,1,12204.91
R001560,O016333,P0222,C07169,2025-04-13,Damaged During Delivery,1,2322.42
R001561,O016333,P0100,C07169,2025-04-13,Wrong Product,1,16810.3
R001562,O016346,P0479,C08863,2025-11-22,Not as Expected,1,3970.06
R001563,O016346,P0161,C08863,2025-12-03,Wrong Product,1,12097.77
R001564,O016361,P0289,C01896,2025-09-27,Damaged During Delivery,1,5355.71
R001565,O016369,P0159,C09890,2025-04-09,Damaged During Delivery,1,3014.89
R001566,O016370,P0179,C05722,2025-09-06,Changed Mind,1,1143.81
R001567,O016375,P0212,C00732,2026-11-28,Late Delivery,1,4605.46
R001568,O016382,P0339,C01361,2026-10-01,Wrong Product,1,1375.44
R001569,O016382,P0215,C01361,2026-10-10,Not as Expected,1,4890.91
R001570,O016392,P0428,C05645,2026-12-15,Wrong Product,1,3035.15
R001571,O016434,P0454,C01151,2026-11-11,Not as Expected,1,9365.68
R001572,O016437,P0082,C01468,2025-09-06,Not as Expected,1,11774.05
R001573,O016437,P0447,C01468,2025-09-07,Product Defect,1,2144.62
R001574,O016442,P0478,C02278,2025-02-15,Changed Mind,1,3319.81
R001575,O016442,P0286,C02278,2025-02-25,Wrong Product,1,1762.43
R001576,O016443,P0357,C06598,2025-04-27,Product Defect,2,7734.36
R001577,O016456,P0253,C02032,2026-12-14,Not as Expected,2,6531.95
R001578,O016470,P0118,C06312,2025-03-04,Changed Mind,1,1994.44
R001579,O016470,P0421,C06312,2025-03-04,Damaged During Delivery,2,2681.79
R001580,O016470,P0189,C06312,2025-02-22,Changed Mind,1,1024.46
R001581,O016471,P0371,C08523,2026-04-25,Damaged During Delivery,1,2439.76
R001582,O016476,P0176,C07455,2025-05-03,Changed Mind,1,11715.89
R001583,O016484,P0034,C06951,2026-11-24,Damaged During Delivery,1,19879.86
R001584,O016503,P0110,C08829,2025-03-25,Wrong Product,2,8157.49
R001585,O016504,P0084,C06321,2026-04-15,Wrong Product,1,7978.28
R001586,O016504,P0178,C06321,2026-04-21,Changed Mind,1,14600.82
R001587,O016513,P0092,C03873,2026-11-09,Changed Mind,3,9420.23
R001588,O016513,P0245,C03873,2026-11-05,Changed Mind,1,5145.63
R001589,O016513,P0466,C03873,2026-11-02,Product Defect,1,7343.53
R001590,O016534,P0244,C03252,2026-06-29,Not as Expected,1,2340.36
R001591,O016545,P0172,C05572,2026-06-06,Damaged During Delivery,1,12180.0
R001592,O016545,P0099,C05572,2026-06-13,Product Defect,1,31496.94
R001593,O016551,P0361,C00531,2025-11-06,Not as Expected,1,3376.97
R001594,O016551,P0197,C00531,2025-11-14,Changed Mind,1,6040.45
R001595,O016569,P0314,C08666,2026-11-17,Damaged During Delivery,1,2565.29
R001596,O016571,P0421,C02085,2026-08-07,Changed Mind,1,1406.73
R001597,O016571,P0239,C02085,2026-08-07,Product Defect,2,6066.59
R001598,O016591,P0109,C03782,2025-12-13,Not as Expected,1,13312.35
R001599,O016591,P0071,C03782,2025-12-11,Product Defect,1,26449.02
R001600,O016599,P0362,C06477,2026-03-13,Wrong Product,1,2890.62
R001601,O016615,P0375,C03130,2025-07-10,Product Defect,1,2538.77
R001602,O016615,P0135,C03130,2025-07-13,Damaged During Delivery,1,5551.38
R001603,O016617,P0214,C07991,2026-11-17,Changed Mind,1,6383.3
R001604,O016617,P0141,C07991,2026-11-11,Damaged During Delivery,1,17021.71
R001605,O016624,P0147,C08321,2026-10-06,Wrong Product,1,6199.82
R001606,O016624,P0295,C08321,2026-10-01,Late Delivery,1,2144.75
R001607,O016634,P0159,C09134,2026-09-27,Damaged During Delivery,1,3241.11
R001608,O016645,P0130,C08605,2026-12-16,Size Issue,1,3932.3
R001609,O016645,P0341,C08605,2026-12-10,Size Issue,1,325.84
R001610,O016648,P0330,C09570,2025-10-04,Not as Expected,1,3968.52
R001611,O016656,P0079,C08821,2025-12-08,Changed Mind,1,2858.07
R001612,O016665,P0081,C05492,2025-12-03,Size Issue,2,60074.82
R001613,O016673,P0187,C01423,2026-02-06,Size Issue,3,5390.87
R001614,O016673,P0052,C01423,2026-02-16,Damaged During Delivery,1,16684.99
R001615,O016676,P0285,C02455,2026-08-29,Damaged During Delivery,1,4011.38
R001616,O016676,P0298,C02455,2026-09-03,Changed Mind,1,3296.88
R001617,O016677,P0303,C03132,2025-11-19,Wrong Product,1,3575.79
R001618,O016678,P0268,C02877,2025-03-20,Not as Expected,1,5675.78
R001619,O016678,P0193,C02877,2025-03-06,Product Defect,2,4652.23
R001620,O016686,P0328,C07881,2026-10-29,Changed Mind,1,4121.94
R001621,O016686,P0409,C07881,2026-10-24,Wrong Product,1,9693.02
R001622,O016705,P0049,C00552,2025-12-14,Damaged During Delivery,1,7461.51
R001623,O016705,P0431,C00552,2025-12-20,Damaged During Delivery,1,7890.6
R001624,O016705,P0009,C00552,2025-12-21,Damaged During Delivery,1,29623.28
R001625,O016716,P0319,C01122,2026-09-24,Product Defect,2,5824.7
R001626,O016721,P0016,C08265,2026-10-13,Product Defect,1,15045.47
R001627,O016726,P0176,C09862,2025-05-05,Product Defect,1,11506.07
R001628,O016726,P0097,C09862,2025-05-05,Damaged During Delivery,1,32385.23
R001629,O016726,P0189,C09862,2025-05-10,Size Issue,2,2056.68
R001630,O016765,P0223,C05023,2025-03-17,Late Delivery,2,9531.7
R001631,O016769,P0123,C05352,2026-06-28,Changed Mind,1,13557.22
R001632,O016778,P0198,C01226,2025-02-24,Size Issue,1,14060.65
R001633,O016781,P0332,C02022,2026-10-31,Changed Mind,1,2299.27
R001634,O016815,P0287,C08964,2025-06-22,Wrong Product,1,770.91
R001635,O016849,P0154,C01193,2025-12-15,Product Defect,1,6655.05
R001636,O016849,P0080,C01193,2025-12-14,Damaged During Delivery,1,20110.73
R001637,O016873,P0454,C01197,2026-03-14,Size Issue,2,20489.94
R001638,O016874,P0031,C09441,2025-10-22,Product Defect,1,30086.56
R001639,O016874,P0145,C09441,2025-10-31,Changed Mind,1,14320.63
R001640,O016878,P0200,C06646,2027-01-03,Not as Expected,2,24196.6
R001641,O016878,P0468,C06646,2027-01-06,Damaged During Delivery,1,9599.68
R001642,O016896,P0244,C08113,2026-05-13,Product Defect,1,2324.9
R001643,O016905,P0271,C09811,2026-06-30,Damaged During Delivery,2,3507.64
R001644,O016923,P0245,C00281,2025-04-27,Damaged During Delivery,1,4923.85
R001645,O016923,P0357,C00281,2025-04-20,Changed Mind,1,3563.07
R001646,O016957,P0319,C00914,2026-10-10,Not as Expected,1,2851.17
R001647,O016959,P0424,C09055,2025-04-28,Product Defect,1,2279.65
R001648,O016962,P0338,C09732,2025-12-31,Size Issue,1,497.59
R001649,O016974,P0394,C01217,2025-10-19,Late Delivery,1,718.7
R001650,O016974,P0017,C01217,2025-10-27,Product Defect,1,1162.25
R001651,O016978,P0294,C00527,2025-02-03,Size Issue,1,2331.51
R001652,O016980,P0490,C02334,2027-01-07,Changed Mind,1,5207.83
R001653,O016983,P0204,C03365,2025-11-24,Size Issue,1,4253.69
R001654,O017006,P0212,C06360,2025-09-01,Size Issue,1,4615.62
R001655,O017052,P0209,C06356,2025-03-08,Late Delivery,1,4578.45
R001656,O017052,P0089,C06356,2025-03-18,Not as Expected,1,14307.24
R001657,O017053,P0192,C02714,2025-04-30,Damaged During Delivery,2,6902.15
R001658,O017071,P0461,C06533,2025-02-04,Changed Mind,2,5411.55
R001659,O017072,P0265,C05183,2027-01-04,Not as Expected,1,5398.48
R001660,O017095,P0055,C02584,2026-07-17,Damaged During Delivery,2,16649.12
R001661,O017099,P0312,C03805,2026-04-20,Damaged During Delivery,1,457.01
R001662,O017138,P0006,C04444,2025-02-18,Changed Mind,1,21801.21
R001663,O017147,P0411,C09010,2025-04-05,Not as Expected,1,7345.67
R001664,O017168,P0057,C09395,2026-06-26,Product Defect,1,8428.44
R001665,O017176,P0007,C03328,2026-09-04,Late Delivery,1,7582.37
R001666,O017176,P0329,C03328,2026-08-21,Not as Expected,1,1780.47
R001667,O017183,P0005,C03528,2026-02-05,Damaged During Delivery,1,25251.06
R001668,O017183,P0207,C03528,2026-01-31,Late Delivery,1,2824.37
R001669,O017211,P0483,C04426,2026-01-06,Changed Mind,1,2022.16
R001670,O017211,P0121,C04426,2026-01-02,Changed Mind,1,2899.16
R001671,O017219,P0404,C04548,2026-10-30,Not as Expected,1,6680.24
R001672,O017219,P0378,C04548,2026-11-05,Not as Expected,1,1280.0
R001673,O017219,P0293,C04548,2026-11-01,Size Issue,2,6666.29
R001674,O017227,P0209,C04984,2026-10-19,Not as Expected,1,4889.37
R001675,O017227,P0488,C04984,2026-10-19,Wrong Product,1,9195.56
R001676,O017227,P0072,C04984,2026-10-16,Late Delivery,2,43365.7
R001677,O017228,P0122,C04693,2026-06-08,Late Delivery,1,6139.31
R001678,O017229,P0347,C06440,2026-11-21,Changed Mind,1,1119.14
R001679,O017229,P0197,C06440,2026-11-21,Product Defect,1,6044.6
R001680,O017259,P0229,C01079,2026-02-25,Damaged During Delivery,1,1879.36
R001681,O017266,P0201,C01628,2026-01-14,Size Issue,2,2921.76
R001682,O017268,P0158,C08929,2025-05-27,Changed Mind,3,2162.89
R001683,O017294,P0397,C08460,2026-03-09,Damaged During Delivery,2,9066.86
R001684,O017301,P0291,C03782,2026-02-14,Size Issue,1,2429.34
R001685,O017322,P0451,C04586,2025-09-10,Size Issue,1,789.45
R001686,O017324,P0154,C00305,2025-11-06,Damaged During Delivery,1,6436.69
R001687,O017342,P0412,C03158,2026-04-17,Late Delivery,1,5918.57
R001688,O017349,P0132,C05022,2026-11-28,Late Delivery,1,17238.03
R001689,O017380,P0263,C06924,2025-02-16,Changed Mind,1,5912.29
R001690,O017387,P0443,C06959,2025-04-28,Changed Mind,1,7803.77
R001691,O017412,P0129,C02192,2025-06-29,Not as Expected,2,13956.98
R001692,O017415,P0307,C04859,2026-07-07,Size Issue,1,2883.07
R001693,O017415,P0140,C04859,2026-06-29,Wrong Product,1,1468.38
R001694,O017439,P0084,C04954,2026-03-12,Changed Mind,1,7410.6
R001695,O017448,P0448,C05394,2026-09-25,Damaged During Delivery,1,2458.8
R001696,O017448,P0418,C05394,2026-09-11,Damaged During Delivery,1,8564.92
R001697,O017459,P0033,C09572,2026-12-14,Wrong Product,1,7495.74
R001698,O017462,P0293,C05843,2026-04-22,Damaged During Delivery,1,3256.07
R001699,O017486,P0277,C04784,2026-09-15,Damaged During Delivery,1,2446.59
R001700,O017507,P0405,C02232,2026-05-30,Not as Expected,1,10457.28
R001701,O017510,P0089,C02300,2026-07-21,Changed Mind,1,11988.89
R001702,O017530,P0214,C07268,2025-03-08,Product Defect,1,6342.35
R001703,O017531,P0033,C07667,2026-04-29,Size Issue,1,7696.78
R001704,O017549,P0007,C04437,2026-12-21,Wrong Product,1,9041.39
R001705,O017566,P0062,C00744,2026-08-26,Size Issue,1,22666.57
R001706,O017578,P0109,C08022,2025-12-20,Damaged During Delivery,1,14800.43
R001707,O017580,P0045,C08019,2026-05-25,Changed Mind,1,1970.21
R001708,O017585,P0449,C05690,2025-04-19,Late Delivery,1,11187.17
R001709,O017585,P0183,C05690,2025-04-15,Not as Expected,1,14617.55
R001710,O017641,P0351,C08176,2026-03-07,Not as Expected,1,2214.71
R001711,O017641,P0026,C08176,2026-03-07,Damaged During Delivery,2,25403.39
R001712,O017644,P0435,C08415,2026-04-29,Damaged During Delivery,1,4341.9
R001713,O017667,P0277,C02417,2025-03-18,Size Issue,2,4868.65
R001714,O017673,P0272,C01110,2026-03-10,Size Issue,1,2500.84
R001715,O017675,P0099,C06580,2026-12-22,Damaged During Delivery,1,33174.76
R001716,O017675,P0165,C06580,2026-12-18,Changed Mind,1,4645.81
R001717,O017684,P0200,C04757,2026-01-02,Changed Mind,1,11487.28
R001718,O017707,P0406,C03921,2026-08-30,Damaged During Delivery,2,20734.39
R001719,O017726,P0417,C01292,2025-09-20,Changed Mind,1,6713.61
R001720,O017726,P0260,C01292,2025-10-01,Product Defect,1,367.09
R001721,O017726,P0123,C01292,2025-10-02,Size Issue,1,12872.54
R001722,O017727,P0469,C06325,2026-01-27,Changed Mind,1,10940.0
R001723,O017742,P0352,C09283,2026-06-01,Not as Expected,1,2076.22
R001724,O017743,P0395,C01200,2026-12-11,Product Defect,1,1531.01
R001725,O017743,P0113,C01200,2026-12-07,Product Defect,1,14375.98
R001726,O017743,P0173,C01200,2026-12-08,Not as Expected,2,19747.59
R001727,O017752,P0358,C04750,2025-09-07,Changed Mind,2,2657.31
R001728,O017756,P0305,C03985,2025-05-21,Product Defect,1,3505.03
R001729,O017756,P0448,C03985,2025-05-18,Changed Mind,2,5343.29
R001730,O017756,P0122,C03985,2025-05-14,Damaged During Delivery,1,6780.25
R001731,O017785,P0182,C01825,2025-08-14,Late Delivery,1,13214.47
R001732,O017797,P0452,C03416,2026-03-26,Damaged During Delivery,1,1755.29
R001733,O017797,P0104,C03416,2026-04-07,Size Issue,1,14219.35
R001734,O017821,P0354,C08566,2025-07-22,Damaged During Delivery,1,2338.67
R001735,O017821,P0458,C08566,2025-07-30,Not as Expected,1,9179.12
R001736,O017837,P0151,C04710,2025-01-19,Changed Mind,1,4710.26
R001737,O017863,P0201,C05104,2026-11-24,Size Issue,1,1389.38
R001738,O017863,P0099,C05104,2026-11-20,Size Issue,1,32781.47
R001739,O017894,P0114,C04632,2026-01-15,Wrong Product,1,1908.89
R001740,O017915,P0020,C04541,2025-02-04,Product Defect,1,6641.96
R001741,O017923,P0260,C04095,2027-01-17,Changed Mind,1,361.76
R001742,O017931,P0118,C02778,2025-08-29,Changed Mind,1,2107.06
R001743,O017931,P0371,C02778,2025-08-22,Damaged During Delivery,1,2417.32
R001744,O017938,P0201,C00101,2025-03-03,Size Issue,1,1454.57
R001745,O017942,P0324,C07735,2025-09-12,Damaged During Delivery,1,580.43
R001746,O017949,P0182,C06096,2026-05-16,Late Delivery,1,13176.9
R001747,O017974,P0068,C07129,2026-12-16,Changed Mind,1,31351.55
R001748,O017982,P0264,C09286,2026-11-03,Changed Mind,1,2659.62
R001749,O017989,P0308,C08942,2025-12-06,Damaged During Delivery,1,2426.32
R001750,O017996,P0365,C02877,2025-11-19,Size Issue,1,993.75
R001751,O017996,P0424,C02877,2025-11-20,Size Issue,1,2221.76
R001752,O017996,P0148,C02877,2025-11-20,Wrong Product,1,1565.15
R001753,O018008,P0142,C08394,2026-06-04,Late Delivery,2,5005.15
R001754,O018035,P0330,C04629,2025-05-31,Late Delivery,1,3925.17
R001755,O018035,P0105,C04629,2025-06-04,Wrong Product,1,9008.05
R001756,O018035,P0196,C04629,2025-06-06,Wrong Product,1,819.72
R001757,O018047,P0078,C07864,2026-10-01,Damaged During Delivery,1,18257.97
R001758,O018101,P0449,C03462,2026-12-15,Changed Mind,1,10982.99
R001759,O018125,P0265,C02687,2026-06-11,Changed Mind,1,5110.42
R001760,O018128,P0125,C00083,2026-11-13,Damaged During Delivery,2,29697.11
R001761,O018159,P0126,C02968,2026-08-11,Product Defect,1,12047.93
R001762,O018159,P0493,C02968,2026-08-12,Size Issue,1,2876.9
R001763,O018187,P0388,C03364,2025-11-30,Not as Expected,1,3939.78
R001764,O018191,P0387,C06359,2026-01-10,Late Delivery,1,307.36
R001765,O018198,P0051,C04179,2025-04-13,Size Issue,1,8964.69
R001766,O018209,P0115,C09549,2025-05-13,Changed Mind,1,6276.95
R001767,O018235,P0288,C02047,2026-10-22,Wrong Product,2,3638.69
R001768,O018243,P0216,C00004,2025-09-21,Size Issue,1,2151.27
R001769,O018276,P0457,C05035,2025-02-16,Not as Expected,1,4554.21
R001770,O018297,P0275,C02133,2025-03-28,Changed Mind,2,11925.77
R001771,O018304,P0363,C06885,2025-10-24,Size Issue,1,2972.4
R001772,O018368,P0180,C08905,2026-07-26,Product Defect,1,1753.97
R001773,O018370,P0480,C02043,2026-01-18,Size Issue,1,1416.36
R001774,O018370,P0208,C02043,2026-01-17,Size Issue,3,1172.46
R001775,O018374,P0444,C09539,2026-01-30,Size Issue,1,1589.44
R001776,O018384,P0010,C05698,2026-10-13,Product Defect,1,16801.72
R001777,O018394,P0344,C07294,2026-12-05,Late Delivery,1,479.81
R001778,O018436,P0430,C03847,2026-03-18,Late Delivery,2,11514.65
R001779,O018436,P0131,C03847,2026-03-20,Product Defect,1,14645.23
R001780,O018436,P0034,C03847,2026-03-26,Wrong Product,1,18437.45
R001781,O018439,P0172,C09178,2026-03-31,Size Issue,1,11921.84
R001782,O018448,P0267,C03215,2025-05-17,Size Issue,1,6691.71
R001783,O018455,P0197,C01650,2026-12-30,Late Delivery,1,6244.04
R001784,O018455,P0469,C01650,2027-01-03,Damaged During Delivery,1,9758.05
R001785,O018464,P0496,C06229,2026-11-26,Late Delivery,1,3938.66
R001786,O018464,P0120,C06229,2026-11-18,Not as Expected,1,3301.76
R001787,O018523,P0021,C00520,2026-11-30,Late Delivery,1,19292.62
R001788,O018537,P0324,C01830,2025-04-14,Size Issue,1,605.53
R001789,O018539,P0075,C07695,2026-09-20,Not as Expected,1,25786.29
R001790,O018539,P0068,C07695,2026-09-28,Damaged During Delivery,1,25589.67
R001791,O018542,P0421,C07652,2026-02-06,Changed Mind,2,2744.58
R001792,O018543,P0236,C08704,2025-06-15,Product Defect,1,3032.17
R001793,O018566,P0027,C01477,2025-07-18,Not as Expected,1,16626.21
R001794,O018566,P0248,C01477,2025-07-18,Product Defect,1,4279.01
R001795,O018569,P0406,C02890,2026-03-14,Product Defect,1,11091.11
R001796,O018597,P0064,C02018,2026-12-28,Size Issue,2,23256.11
R001797,O018603,P0391,C05536,2025-04-25,Changed Mind,1,949.26
R001798,O018622,P0194,C06476,2025-04-08,Size Issue,1,4962.96
R001799,O018653,P0195,C00187,2026-06-13,Not as Expected,1,13684.15
R001800,O018662,P0190,C03672,2025-05-05,Wrong Product,2,30036.89
R001801,O018663,P0158,C04680,2025-05-12,Damaged During Delivery,1,760.06
R001802,O018669,P0335,C07987,2025-02-16,Changed Mind,1,199.53
R001803,O018669,P0103,C07987,2025-02-22,Not as Expected,1,1578.35
R001804,O018678,P0227,C06308,2027-01-01,Late Delivery,2,11098.07
R001805,O018678,P0493,C06308,2026-12-30,Size Issue,2,5953.68
R001806,O018700,P0144,C09757,2026-01-12,Changed Mind,1,12190.37
R001807,O018711,P0240,C01131,2026-05-24,Not as Expected,1,327.51
R001808,O018711,P0483,C01131,2026-05-19,Late Delivery,1,1990.85
R001809,O018713,P0425,C03124,2025-12-26,Damaged During Delivery,1,8262.29
R001810,O018722,P0470,C00505,2026-10-31,Size Issue,2,10385.49
R001811,O018722,P0208,C00505,2026-10-26,Changed Mind,1,422.6
R001812,O018727,P0421,C07327,2025-05-03,Product Defect,1,1365.14
R001813,O018728,P0384,C03862,2026-11-05,Not as Expected,1,4358.82
R001814,O018728,P0351,C03862,2026-11-08,Wrong Product,2,4470.56
R001815,O018731,P0194,C04943,2026-06-26,Damaged During Delivery,1,4995.13
R001816,O018739,P0211,C08055,2025-07-09,Product Defect,1,1512.19
R001817,O018739,P0087,C08055,2025-07-20,Damaged During Delivery,2,28352.78
R001818,O018751,P0469,C08383,2025-03-29,Not as Expected,2,20448.37
R001819,O018751,P0102,C08383,2025-04-08,Wrong Product,2,4031.98
R001820,O018752,P0492,C01161,2025-08-22,Not as Expected,1,10731.31
R001821,O018773,P0065,C09111,2025-09-02,Not as Expected,1,21903.91
R001822,O018776,P0324,C03701,2027-01-01,Product Defect,2,1219.4
R001823,O018786,P0425,C09147,2025-10-20,Changed Mind,2,15397.93
R001824,O018792,P0024,C09600,2025-10-27,Wrong Product,1,13585.43
R001825,O018795,P0161,C01611,2025-05-28,Late Delivery,1,12080.7
R001826,O018795,P0347,C01611,2025-05-12,Not as Expected,1,1136.61
R001827,O018820,P0261,C01382,2025-12-28,Damaged During Delivery,1,330.11
R001828,O018829,P0412,C01681,2025-04-22,Not as Expected,1,5994.24
R001829,O018830,P0333,C05818,2025-04-27,Not as Expected,1,3846.86
R001830,O018831,P0337,C03111,2026-12-17,Size Issue,3,12165.56
R001831,O018833,P0427,C03422,2026-10-02,Product Defect,1,8918.36
R001832,O018848,P0046,C06621,2027-01-13,Not as Expected,1,9626.55
R001833,O018848,P0230,C06621,2027-01-12,Product Defect,1,4466.16
R001834,O018850,P0164,C04111,2025-07-29,Changed Mind,3,50968.7
R001835,O018880,P0280,C02212,2025-06-19,Size Issue,1,1928.46
R001836,O018880,P0471,C02212,2025-06-25,Product Defect,1,1987.04
R001837,O018895,P0333,C06414,2025-01-16,Not as Expected,1,3600.51
