inventory_id,product_id,date,opening_stock,units_received,units_sold,closing_stock,reorder_level
INV0002018,P0018,2026-05-01,479,340,138,681,62
INV0002019,P0019,2026-05-01,372,383,160,595,72
INV0002020,P0020,2026-05-01,633,277,173,737,77
INV0002021,P0021,2026-05-01,249,116,91,274,50
INV0002022,P0022,2026-05-01,590,136,92,634,50
INV0002023,P0023,2026-05-01,355,361,152,564,68
INV0002024,P0024,2026-05-01,572,399,53,918,50
INV0002025,P0025,2026-05-01,606,189,139,656,62
INV0002026,P0026,2026-05-01,277,100,44,333,50
INV0002027,P0027,2026-05-01,277,272,26,523,50
INV0002028,P0028,2026-05-01,210,153,95,268,50
INV0002029,P0029,2026-05-01,360,140,46,454,50
INV0002030,P0030,2026-05-01,497,267,142,622,63
INV0002031,P0031,2026-05-01,479,253,97,635,50
INV0002032,P0032,2026-05-01,401,395,166,630,74
INV0002033,P0033,2026-05-01,462,118,176,404,79
INV0002034,P0034,2026-05-01,411,297,42,666,50
INV0002035,P0035,2026-05-01,53,326,149,230,67
INV0002036,P0036,2026-05-01,516,27,54,489,50
INV0002037,P0037,2026-05-01,119,380,91,408,50
INV0002038,P0038,2026-05-01,626,376,35,967,50
INV0002039,P0039,2026-05-01,392,297,93,596,50
INV0002040,P0040,2026-05-01,583,260,72,771,50
INV0002041,P0041,2026-05-01,440,12,151,301,67
INV0002042,P0042,2026-05-01,221,147,161,207,72
INV0002043,P0043,2026-05-01,162,352,13,501,50
INV0002044,P0044,2026-05-01,675,237,115,797,51
INV0002045,P0045,2026-05-01,671,328,23,976,50
INV0002046,P0046,2026-05-01,547,303,111,739,50
INV0002047,P0047,2026-05-01,436,118,62,492,50
INV0002048,P0048,2026-05-01,668,275,48,895,50
INV0002049,P0049,2026-05-01,490,140,54,576,50
INV0002050,P0050,2026-05-01,156,116,60,212,50
INV0002051,P0051,2026-05-01,350,11,116,245,52
INV0002052,P0052,2026-05-01,326,54,152,228,68
INV0002053,P0053,2026-05-01,195,330,135,390,60
INV0002054,P0054,2026-05-01,69,387,104,352,50
INV0002055,P0055,2026-05-01,378,374,105,647,50
INV0002056,P0056,2026-05-01,104,140,160,84,72
INV0002057,P0057,2026-05-01,381,217,105,493,50
INV0002058,P0058,2026-05-01,511,84,69,526,50
INV0002059,P0059,2026-05-01,291,206,110,387,50
INV0002060,P0060,2026-05-01,609,238,42,805,50
INV0002061,P0061,2026-05-01,249,326,99,476,50
INV0002062,P0062,2026-05-01,400,354,103,651,50
INV0002063,P0063,2026-05-01,396,172,100,468,50
INV0002064,P0064,2026-05-01,204,29,127,106,57
INV0002065,P0065,2026-05-01,360,277,109,528,50
INV0002066,P0066,2026-05-01,554,207,79,682,50
INV0002067,P0067,2026-05-01,407,341,172,576,77
INV0002068,P0068,2026-05-01,497,387,64,820,50
INV0002069,P0069,2026-05-01,285,282,137,430,61
INV0002070,P0070,2026-05-01,561,107,161,507,72
INV0002071,P0071,2026-05-01,207,392,47,552,50
INV0002072,P0072,2026-05-01,513,54,28,539,50
INV0002073,P0073,2026-05-01,455,133,146,442,65
INV0002074,P0074,2026-05-01,415,71,125,361,56
INV0002075,P0075,2026-05-01,486,184,7,663,50
INV0002076,P0076,2026-05-01,67,119,22,164,50
INV0002077,P0077,2026-05-01,163,176,6,333,50
INV0002078,P0078,2026-05-01,151,0,142,9,63
INV0002079,P0079,2026-05-01,619,182,167,634,75
INV0002080,P0080,2026-05-01,112,330,173,269,77
INV0002081,P0081,2026-05-01,417,367,162,622,72
INV0002082,P0082,2026-05-01,685,326,165,846,74
INV0002083,P0083,2026-05-01,98,244,24,318,50
INV0002084,P0084,2026-05-01,536,392,111,817,50
INV0002085,P0085,2026-05-01,403,24,118,309,53
INV0002086,P0086,2026-05-01,568,180,138,610,62
INV0002087,P0087,2026-05-01,83,393,58,418,50
INV0002088,P0088,2026-05-01,481,393,171,703,76
INV0002089,P0089,2026-05-01,458,24,87,395,50
INV0002090,P0090,2026-05-01,610,319,76,853,50
INV0002091,P0091,2026-05-01,232,57,124,165,55
INV0002092,P0092,2026-05-01,89,240,9,320,50
INV0002093,P0093,2026-05-01,114,284,26,372,50
INV0002094,P0094,2026-05-01,337,200,99,438,50
INV0002095,P0095,2026-05-01,121,348,39,430,50
INV0002096,P0096,2026-05-01,79,294,18,355,50
INV0002097,P0097,2026-05-01,392,296,76,612,50
INV0002098,P0098,2026-05-01,58,367,24,401,50
INV0002099,P0099,2026-05-01,618,314,154,778,69
INV0002100,P0100,2026-05-01,182,386,42,526,50
INV0002101,P0101,2026-05-01,624,52,152,524,68
INV0002102,P0102,2026-05-01,56,203,30,229,50
INV0002103,P0103,2026-05-01,384,281,123,542,55
INV0002104,P0104,2026-05-01,198,121,97,222,50
INV0002105,P0105,2026-05-01,72,1,166,0,74
INV0002106,P0106,2026-05-01,319,185,47,457,50
INV0002107,P0107,2026-05-01,601,173,174,600,78
INV0002108,P0108,2026-05-01,470,258,157,571,70
INV0002109,P0109,2026-05-01,476,354,131,699,58
INV0002110,P0110,2026-05-01,71,183,94,160,50
INV0002111,P0111,2026-05-01,662,154,113,703,50
INV0002112,P0112,2026-05-01,116,169,36,249,50
INV0002113,P0113,2026-05-01,215,202,43,374,50
INV0002114,P0114,2026-05-01,80,116,99,97,50
INV0002115,P0115,2026-05-01,349,396,158,587,71
INV0002116,P0116,2026-05-01,55,219,172,102,77
INV0002117,P0117,2026-05-01,581,256,105,732,50
INV0002118,P0118,2026-05-01,222,197,156,263,70
INV0002119,P0119,2026-05-01,67,160,151,76,67
INV0002120,P0120,2026-05-01,684,304,108,880,50
INV0002121,P0121,2026-05-01,515,122,116,521,52
INV0002122,P0122,2026-05-01,422,346,6,762,50
INV0002123,P0123,2026-05-01,558,328,25,861,50
INV0002124,P0124,2026-05-01,61,12,46,27,50
INV0002125,P0125,2026-05-01,83,304,112,275,50
INV0002126,P0126,2026-05-01,186,122,72,236,50
INV0002127,P0127,2026-05-01,580,342,128,794,57
INV0002128,P0128,2026-05-01,579,126,94,611,50
INV0002129,P0129,2026-05-01,142,140,149,133,67
INV0002130,P0130,2026-05-01,592,380,157,815,70
INV0002131,P0131,2026-05-01,512,338,83,767,50
INV0002132,P0132,2026-05-01,567,209,47,729,50
INV0002133,P0133,2026-05-01,562,207,59,710,50
INV0002134,P0134,2026-05-01,359,338,72,625,50
INV0002135,P0135,2026-05-01,197,335,88,444,50
INV0002136,P0136,2026-05-01,75,255,77,253,50
INV0002137,P0137,2026-05-01,538,238,71,705,50
INV0002138,P0138,2026-05-01,574,219,138,655,62
INV0002139,P0139,2026-05-01,51,174,23,202,50
INV0002140,P0140,2026-05-01,196,268,88,376,50
INV0002141,P0141,2026-05-01,291,198,15,474,50
INV0002142,P0142,2026-05-01,406,203,40,569,50
INV0002143,P0143,2026-05-01,560,262,65,757,50
INV0002144,P0144,2026-05-01,660,364,139,885,62
INV0002145,P0145,2026-05-01,284,387,143,528,64
INV0002146,P0146,2026-05-01,438,164,34,568,50
INV0002147,P0147,2026-05-01,570,314,92,792,50
INV0002148,P0148,2026-05-01,66,116,114,68,51
INV0002149,P0149,2026-05-01,283,278,160,401,72
INV0002150,P0150,2026-05-01,207,35,15,227,50
INV0002151,P0151,2026-05-01,610,294,174,730,78
INV0002152,P0152,2026-05-01,561,83,63,581,50
INV0002153,P0153,2026-05-01,340,375,66,649,50
INV0002154,P0154,2026-05-01,535,190,92,633,50
INV0002155,P0155,2026-05-01,98,311,23,386,50
INV0002156,P0156,2026-05-01,101,269,73,297,50
INV0002157,P0157,2026-05-01,572,364,171,765,76
INV0002158,P0158,2026-05-01,693,194,162,725,72
INV0002159,P0159,2026-05-01,86,145,88,143,50
INV0002160,P0160,2026-05-01,320,96,50,366,50
INV0002161,P0161,2026-05-01,457,210,145,522,65
INV0002162,P0162,2026-05-01,460,379,88,751,50
INV0002163,P0163,2026-05-01,376,61,98,339,50
INV0002164,P0164,2026-05-01,293,111,34,370,50
INV0002165,P0165,2026-05-01,365,155,85,435,50
INV0002166,P0166,2026-05-01,220,243,151,312,67
INV0002167,P0167,2026-05-01,506,344,97,753,50
INV0002168,P0168,2026-05-01,143,72,163,52,73
INV0002169,P0169,2026-05-01,625,3,162,466,72
INV0002170,P0170,2026-05-01,291,10,111,190,50
INV0002171,P0171,2026-05-01,96,32,27,101,50
INV0002172,P0172,2026-05-01,240,187,24,403,50
INV0002173,P0173,2026-05-01,300,184,130,354,58
INV0002174,P0174,2026-05-01,418,194,130,482,58
INV0002175,P0175,2026-05-01,70,356,110,316,50
INV0002176,P0176,2026-05-01,69,384,37,416,50
INV0002177,P0177,2026-05-01,574,67,16,625,50
INV0002178,P0178,2026-05-01,470,280,38,712,50
INV0002179,P0179,2026-05-01,688,295,70,913,50
INV0002180,P0180,2026-05-01,244,30,21,253,50
INV0002181,P0181,2026-05-01,205,228,149,284,67
INV0002182,P0182,2026-05-01,495,16,173,338,77
INV0002183,P0183,2026-05-01,217,51,73,195,50
INV0002184,P0184,2026-05-01,109,214,156,167,70
INV0002185,P0185,2026-05-01,462,158,60,560,50
INV0002186,P0186,2026-05-01,575,240,159,656,71
INV0002187,P0187,2026-05-01,180,8,49,139,50
INV0002188,P0188,2026-05-01,130,395,93,432,50
INV0002189,P0189,2026-05-01,554,55,47,562,50
INV0002190,P0190,2026-05-01,130,308,101,337,50
INV0002191,P0191,2026-05-01,210,218,179,249,80
INV0002192,P0192,2026-05-01,583,25,121,487,54
INV0002193,P0193,2026-05-01,493,365,63,795,50
INV0002194,P0194,2026-05-01,309,399,25,683,50
INV0002195,P0195,2026-05-01,208,212,89,331,50
INV0002196,P0196,2026-05-01,374,170,24,520,50
INV0002197,P0197,2026-05-01,205,332,135,402,60
INV0002198,P0198,2026-05-01,315,26,38,303,50
INV0002199,P0199,2026-05-01,421,399,100,720,50
INV0002200,P0200,2026-05-01,640,188,35,793,50
INV0002201,P0201,2026-05-01,333,274,157,450,70
INV0002202,P0202,2026-05-01,205,229,116,318,52
INV0002203,P0203,2026-05-01,180,218,130,268,58
INV0002204,P0204,2026-05-01,201,303,50,454,50
INV0002205,P0205,2026-05-01,491,275,164,602,73
INV0002206,P0206,2026-05-01,214,367,119,462,53
INV0002207,P0207,2026-05-01,100,343,88,355,50
INV0002208,P0208,2026-05-01,510,209,28,691,50
INV0002209,P0209,2026-05-01,689,301,28,962,50
INV0002210,P0210,2026-05-01,326,385,70,641,50
INV0002211,P0211,2026-05-01,209,203,45,367,50
INV0002212,P0212,2026-05-01,264,336,38,562,50
INV0002213,P0213,2026-05-01,112,114,155,71,69
INV0002214,P0214,2026-05-01,222,130,102,250,50
INV0002215,P0215,2026-05-01,611,116,113,614,50
INV0002216,P0216,2026-05-01,389,35,162,262,72
INV0002217,P0217,2026-05-01,156,59,135,80,60
INV0002218,P0218,2026-05-01,235,218,16,437,50
INV0002219,P0219,2026-05-01,215,205,10,410,50
INV0002220,P0220,2026-05-01,309,269,179,399,80
INV0002221,P0221,2026-05-01,405,396,28,773,50
INV0002222,P0222,2026-05-01,421,270,66,625,50
INV0002223,P0223,2026-05-01,285,29,11,303,50
INV0002224,P0224,2026-05-01,251,137,179,209,80
INV0002225,P0225,2026-05-01,233,329,111,451,50
INV0002226,P0226,2026-05-01,138,251,106,283,50
INV0002227,P0227,2026-05-01,142,349,28,463,50
INV0002228,P0228,2026-05-01,491,184,117,558,52
INV0002229,P0229,2026-05-01,139,393,149,383,67
INV0002230,P0230,2026-05-01,627,244,115,756,51
INV0002231,P0231,2026-05-01,150,255,26,379,50
INV0002232,P0232,2026-05-01,266,108,86,288,50
INV0002233,P0233,2026-05-01,447,133,157,423,70
INV0002234,P0234,2026-05-01,72,165,113,124,50
INV0002235,P0235,2026-05-01,52,56,107,1,50
INV0002236,P0236,2026-05-01,400,24,123,301,55
INV0002237,P0237,2026-05-01,286,321,82,525,50
INV0002238,P0238,2026-05-01,170,43,76,137,50
INV0002239,P0239,2026-05-01,610,93,142,561,63
INV0002240,P0240,2026-05-01,60,361,27,394,50
INV0002241,P0241,2026-05-01,269,208,155,322,69
INV0002242,P0242,2026-05-01,531,370,66,835,50
INV0002243,P0243,2026-05-01,636,10,87,559,50
INV0002244,P0244,2026-05-01,469,210,162,517,72
INV0002245,P0245,2026-05-01,641,302,93,850,50
INV0002246,P0246,2026-05-01,697,125,29,793,50
INV0002247,P0247,2026-05-01,501,369,143,727,64
INV0002248,P0248,2026-05-01,591,47,170,468,76
INV0002249,P0249,2026-05-01,229,102,92,239,50
INV0002250,P0250,2026-05-01,139,288,69,358,50
INV0002251,P0251,2026-05-01,178,326,27,477,50
INV0002252,P0252,2026-05-01,362,113,151,324,67
INV0002253,P0253,2026-05-01,609,374,144,839,64
INV0002254,P0254,2026-05-01,313,108,113,308,50
INV0002255,P0255,2026-05-01,469,395,178,686,80
INV0002256,P0256,2026-05-01,277,396,84,589,50
INV0002257,P0257,2026-05-01,616,263,168,711,75
INV0002258,P0258,2026-05-01,173,290,73,390,50
INV0002259,P0259,2026-05-01,261,101,171,191,76
INV0002260,P0260,2026-05-01,530,200,19,711,50
INV0002261,P0261,2026-05-01,296,210,121,385,54
INV0002262,P0262,2026-05-01,300,359,121,538,54
INV0002263,P0263,2026-05-01,186,350,8,528,50
INV0002264,P0264,2026-05-01,567,30,15,582,50
INV0002265,P0265,2026-05-01,492,124,22,594,50
INV0002266,P0266,2026-05-01,116,180,145,151,65
INV0002267,P0267,2026-05-01,76,347,143,280,64
INV0002268,P0268,2026-05-01,470,21,114,377,51
INV0002269,P0269,2026-05-01,309,285,118,476,53
INV0002270,P0270,2026-05-01,173,304,115,362,51
INV0002271,P0271,2026-05-01,487,79,66,500,50
INV0002272,P0272,2026-05-01,176,314,170,320,76
INV0002273,P0273,2026-05-01,515,152,157,510,70
INV0002274,P0274,2026-05-01,682,215,144,753,64
INV0002275,P0275,2026-05-01,697,348,54,991,50
INV0002276,P0276,2026-05-01,345,293,15,623,50
INV0002277,P0277,2026-05-01,682,79,132,629,59
INV0002278,P0278,2026-05-01,279,29,18,290,50
INV0002279,P0279,2026-05-01,670,336,79,927,50
INV0002280,P0280,2026-05-01,454,113,69,498,50
INV0002281,P0281,2026-05-01,647,64,90,621,50
INV0002282,P0282,2026-05-01,442,388,20,810,50
INV0002283,P0283,2026-05-01,397,301,56,642,50
INV0002284,P0284,2026-05-01,114,188,112,190,50
INV0002285,P0285,2026-05-01,74,183,79,178,50
INV0002286,P0286,2026-05-01,92,244,46,290,50
INV0002287,P0287,2026-05-01,201,93,74,220,50
INV0002288,P0288,2026-05-01,93,46,113,26,50
INV0002289,P0289,2026-05-01,341,320,135,526,60
INV0002290,P0290,2026-05-01,349,296,115,530,51
INV0002291,P0291,2026-05-01,374,176,119,431,53
INV0002292,P0292,2026-05-01,430,95,39,486,50
INV0002293,P0293,2026-05-01,221,92,135,178,60
INV0002294,P0294,2026-05-01,145,143,47,241,50
INV0002295,P0295,2026-05-01,241,67,67,241,50
INV0002296,P0296,2026-05-01,432,335,42,725,50
INV0002297,P0297,2026-05-01,611,162,84,689,50
INV0002298,P0298,2026-05-01,600,67,139,528,62
INV0002299,P0299,2026-05-01,215,370,23,562,50
INV0002300,P0300,2026-05-01,189,343,158,374,71
INV0002301,P0301,2026-05-01,57,231,16,272,50
INV0002302,P0302,2026-05-01,516,30,168,378,75
INV0002303,P0303,2026-05-01,489,226,19,696,50
INV0002304,P0304,2026-05-01,362,382,102,642,50
INV0002305,P0305,2026-05-01,198,244,174,268,78
INV0002306,P0306,2026-05-01,542,207,21,728,50
INV0002307,P0307,2026-05-01,137,342,100,379,50
INV0002308,P0308,2026-05-01,455,85,142,398,63
INV0002309,P0309,2026-05-01,293,152,132,313,59
INV0002310,P0310,2026-05-01,85,366,11,440,50
INV0002311,P0311,2026-05-01,240,182,137,285,61
INV0002312,P0312,2026-05-01,333,208,178,363,80
INV0002313,P0313,2026-05-01,362,255,51,566,50
INV0002314,P0314,2026-05-01,200,276,160,316,72
INV0002315,P0315,2026-05-01,110,265,14,361,50
INV0002316,P0316,2026-05-01,559,199,72,686,50
INV0002317,P0317,2026-05-01,284,364,11,637,50
INV0002318,P0318,2026-05-01,265,341,174,432,78
INV0002319,P0319,2026-05-01,296,136,49,383,50
INV0002320,P0320,2026-05-01,500,164,151,513,67
INV0002321,P0321,2026-05-01,528,222,80,670,50
INV0002322,P0322,2026-05-01,449,395,136,708,61
INV0002323,P0323,2026-05-01,632,67,148,551,66
INV0002324,P0324,2026-05-01,173,209,26,356,50
INV0002325,P0325,2026-05-01,652,330,122,860,54
INV0002326,P0326,2026-05-01,190,362,122,430,54
INV0002327,P0327,2026-05-01,402,95,12,485,50
INV0002328,P0328,2026-05-01,200,114,44,270,50
INV0002329,P0329,2026-05-01,165,216,119,262,53
INV0002330,P0330,2026-05-01,125,387,163,349,73
INV0002331,P0331,2026-05-01,524,15,49,490,50
INV0002332,P0332,2026-05-01,473,72,78,467,50
INV0002333,P0333,2026-05-01,579,275,176,678,79
INV0002334,P0334,2026-05-01,449,350,14,785,50
INV0002335,P0335,2026-05-01,426,130,179,377,80
INV0002336,P0336,2026-05-01,553,398,44,907,50
INV0002337,P0337,2026-05-01,290,291,75,506,50
INV0002338,P0338,2026-05-01,465,268,130,603,58
INV0002339,P0339,2026-05-01,655,173,163,665,73
INV0002340,P0340,2026-05-01,378,367,160,585,72
INV0002341,P0341,2026-05-01,260,270,43,487,50
INV0002342,P0342,2026-05-01,668,150,160,658,72
INV0002343,P0343,2026-05-01,519,16,65,470,50
INV0002344,P0344,2026-05-01,437,327,94,670,50
INV0002345,P0345,2026-05-01,652,128,10,770,50
INV0002346,P0346,2026-05-01,507,36,105,438,50
INV0002347,P0347,2026-05-01,221,171,140,252,63
INV0002348,P0348,2026-05-01,645,17,72,590,50
INV0002349,P0349,2026-05-01,296,239,173,362,77
INV0002350,P0350,2026-05-01,133,335,122,346,54
INV0002351,P0351,2026-05-01,462,91,30,523,50
INV0002352,P0352,2026-05-01,361,108,123,346,55
INV0002353,P0353,2026-05-01,544,348,126,766,56
INV0002354,P0354,2026-05-01,428,239,111,556,50
INV0002355,P0355,2026-05-01,493,135,107,521,50
INV0002356,P0356,2026-05-01,562,302,17,847,50
INV0002357,P0357,2026-05-01,163,300,124,339,55
INV0002358,P0358,2026-05-01,518,368,18,868,50
INV0002359,P0359,2026-05-01,230,139,153,216,68
INV0002360,P0360,2026-05-01,637,388,54,971,50
INV0002361,P0361,2026-05-01,261,144,9,396,50
INV0002362,P0362,2026-05-01,521,240,97,664,50
INV0002363,P0363,2026-05-01,510,276,25,761,50
INV0002364,P0364,2026-05-01,211,288,138,361,62
INV0002365,P0365,2026-05-01,172,153,142,183,63
INV0002366,P0366,2026-05-01,388,43,116,315,52
INV0002367,P0367,2026-05-01,356,46,146,256,65
INV0002368,P0368,2026-05-01,688,67,129,626,58
INV0002369,P0369,2026-05-01,637,78,88,627,50
INV0002370,P0370,2026-05-01,213,290,102,401,50
INV0002371,P0371,2026-05-01,153,249,155,247,69
INV0002372,P0372,2026-05-01,109,206,24,291,50
INV0002373,P0373,2026-05-01,414,124,84,454,50
INV0002374,P0374,2026-05-01,437,46,176,307,79
INV0002375,P0375,2026-05-01,118,297,137,278,61
INV0002376,P0376,2026-05-01,679,283,172,790,77
INV0002377,P0377,2026-05-01,128,160,30,258,50
INV0002378,P0378,2026-05-01,127,359,18,468,50
INV0002379,P0379,2026-05-01,351,380,140,591,63
INV0002380,P0380,2026-05-01,635,5,5,635,50
INV0002381,P0381,2026-05-01,510,377,67,820,50
INV0002382,P0382,2026-05-01,483,158,77,564,50
INV0002383,P0383,2026-05-01,263,219,8,474,50
INV0002384,P0384,2026-05-01,466,247,118,595,53
INV0002385,P0385,2026-05-01,290,152,51,391,50
INV0002386,P0386,2026-05-01,300,305,160,445,72
INV0002387,P0387,2026-05-01,177,8,34,151,50
INV0002388,P0388,2026-05-01,544,207,119,632,53
INV0002389,P0389,2026-05-01,394,287,18,663,50
INV0002390,P0390,2026-05-01,182,204,127,259,57
INV0002391,P0391,2026-05-01,212,367,78,501,50
INV0002392,P0392,2026-05-01,348,355,40,663,50
INV0002393,P0393,2026-05-01,71,83,68,86,50
INV0002394,P0394,2026-05-01,267,175,121,321,54
INV0002395,P0395,2026-05-01,639,102,162,579,72
INV0002396,P0396,2026-05-01,113,196,130,179,58
INV0002397,P0397,2026-05-01,698,331,29,1000,50
INV0002398,P0398,2026-05-01,311,384,106,589,50
INV0002399,P0399,2026-05-01,488,324,82,730,50
INV0002400,P0400,2026-05-01,406,388,151,643,67
INV0002401,P0401,2026-05-01,104,14,5,113,50
INV0002402,P0402,2026-05-01,203,365,167,401,75
INV0002403,P0403,2026-05-01,546,40,136,450,61
INV0002404,P0404,2026-05-01,579,326,147,758,66
INV0002405,P0405,2026-05-01,74,12,129,0,58
INV0002406,P0406,2026-05-01,536,111,29,618,50
INV0002407,P0407,2026-05-01,332,353,148,537,66
INV0002408,P0408,2026-05-01,568,282,126,724,56
INV0002409,P0409,2026-05-01,250,283,54,479,50
INV0002410,P0410,2026-05-01,162,70,83,149,50
INV0002411,P0411,2026-05-01,241,190,107,324,50
INV0002412,P0412,2026-05-01,144,106,131,119,58
INV0002413,P0413,2026-05-01,82,390,6,466,50
INV0002414,P0414,2026-05-01,99,135,85,149,50
INV0002415,P0415,2026-05-01,248,175,131,292,58
INV0002416,P0416,2026-05-01,83,10,143,0,64
INV0002417,P0417,2026-05-01,535,94,51,578,50
INV0002418,P0418,2026-05-01,439,320,133,626,59
INV0002419,P0419,2026-05-01,450,232,45,637,50
INV0002420,P0420,2026-05-01,208,225,150,283,67
INV0002421,P0421,2026-05-01,61,277,179,159,80
INV0002422,P0422,2026-05-01,168,48,46,170,50
INV0002423,P0423,2026-05-01,121,349,45,425,50
INV0002424,P0424,2026-05-01,88,31,140,0,63
INV0002425,P0425,2026-05-01,232,186,24,394,50
INV0002426,P0426,2026-05-01,510,251,94,667,50
INV0002427,P0427,2026-05-01,450,9,20,439,50
INV0002428,P0428,2026-05-01,606,34,53,587,50
INV0002429,P0429,2026-05-01,485,271,10,746,50
INV0002430,P0430,2026-05-01,516,358,55,819,50
INV0002431,P0431,2026-05-01,219,386,35,570,50
INV0002432,P0432,2026-05-01,175,73,115,133,51
INV0002433,P0433,2026-05-01,558,40,43,555,50
INV0002434,P0434,2026-05-01,189,126,44,271,50
INV0002435,P0435,2026-05-01,516,334,84,766,50
INV0002436,P0436,2026-05-01,59,16,169,0,76
INV0002437,P0437,2026-05-01,333,315,19,629,50
INV0002438,P0438,2026-05-01,658,203,161,700,72
INV0002439,P0439,2026-05-01,254,373,161,466,72
INV0002440,P0440,2026-05-01,116,165,15,266,50
INV0002441,P0441,2026-05-01,291,227,126,392,56
INV0002442,P0442,2026-05-01,506,110,30,586,50
INV0002443,P0443,2026-05-01,296,110,115,291,51
INV0002444,P0444,2026-05-01,207,234,77,364,50
INV0002445,P0445,2026-05-01,526,231,103,654,50
INV0002446,P0446,2026-05-01,698,61,77,682,50
INV0002447,P0447,2026-05-01,452,60,22,490,50
INV0002448,P0448,2026-05-01,99,88,115,72,51
INV0002449,P0449,2026-05-01,274,319,57,536,50
INV0002450,P0450,2026-05-01,326,325,72,579,50
INV0002451,P0451,2026-05-01,445,64,117,392,52
INV0002452,P0452,2026-05-01,183,46,35,194,50
INV0002453,P0453,2026-05-01,287,254,13,528,50
INV0002454,P0454,2026-05-01,294,0,71,223,50
INV0002455,P0455,2026-05-01,254,329,162,421,72
INV0002456,P0456,2026-05-01,448,7,131,324,58
INV0002457,P0457,2026-05-01,487,14,62,439,50
INV0002458,P0458,2026-05-01,363,112,106,369,50
INV0002459,P0459,2026-05-01,364,2,43,323,50
INV0002460,P0460,2026-05-01,247,160,130,277,58
INV0002461,P0461,2026-05-01,599,88,59,628,50
INV0002462,P0462,2026-05-01,116,316,141,291,63
INV0002463,P0463,2026-05-01,180,207,89,298,50
INV0002464,P0464,2026-05-01,381,360,165,576,74
INV0002465,P0465,2026-05-01,327,389,9,707,50
INV0002466,P0466,2026-05-01,314,72,23,363,50
INV0002467,P0467,2026-05-01,315,369,148,536,66
INV0002468,P0468,2026-05-01,579,37,7,609,50
INV0002469,P0469,2026-05-01,335,67,144,258,64
INV0002470,P0470,2026-05-01,330,255,30,555,50
INV0002471,P0471,2026-05-01,119,92,115,96,51
INV0002472,P0472,2026-05-01,642,90,133,599,59
INV0002473,P0473,2026-05-01,61,298,122,237,54
INV0002474,P0474,2026-05-01,319,57,33,343,50
INV0002475,P0475,2026-05-01,149,84,47,186,50
INV0002476,P0476,2026-05-01,538,367,60,845,50
INV0002477,P0477,2026-05-01,546,383,109,820,50
INV0002478,P0478,2026-05-01,531,324,164,691,73
INV0002479,P0479,2026-05-01,182,232,157,257,70
